order_id,order_date,order_month,order_year,customer_name,product_name,category,quantity,price,discount,net_revenue,profit
2559,2027-02-01,February,2027,"William saxena","Realme Buds Air 3",Electronics,8,20453.37,35.17,163591.79,-124643.81
2611,2025-07-12,July,2025,"Oscar mukhopadhyay","Realme Buds Air 3",Electronics,3,37826.28,0.00,113478.84,89533.35
1990,2025-01-10,January,2025,"Oscar mukhopadhyay","LAKME LIPSTICK",Beauty,1,9573.71,18.30,9555.41,-17993.53
1990,2025-01-10,January,2025,"Oscar mukhopadhyay","WOW Hair Oil",Beauty,5,16586.18,27.58,82903.32,18742.17
2049,2025-08-29,August,2025,"Zilmil dyal","Wings of Fire",Books,1,18501.75,NULL,NULL,NULL
2552,2026-02-10,February,2026,"Reva prasad","h&m basic t-shirt",Clothing,7,10000.00,35.82,69964.18,25912.41
2552,2026-02-10,February,2026,"Reva prasad","OnePlus Nord CE3",Electronics,6,16980.74,7.99,101876.45,66139.61
1363,2026-03-19,March,2026,"Harita bhagat","Logitech MX Master 3",Electronics,1,10371.25,17.16,10354.09,-14292.32
767,2024-09-10,September,2024,"Harita bhagat","Wings of Fire",Books,10,7690.06,0.00,76900.60,-27369.40
3256,2025-05-30,May,2025,"Christopher maharaj","Funskool Monopoly",Toys,5,26816.31,53.51,134028.04,121435.79
198,2025-06-19,June,2025,"Christopher maharaj","Boldfit Yoga Mat",Sports,NULL,31067.78,13.41,NULL,NULL
3091,2025-02-27,February,2025,"Darpan lanka","Logitech MX Master 3",Electronics,10,34718.59,0.00,347185.90,144712.10
3087,2025-03-18,March,2025,"Darpan lanka","fire-boltt phoenix",Electronics,3,17339.63,23.86,51995.03,39325.97
1206,2026-01-06,January,2026,"Darpan lanka","Nike Running Shoes",Sports,5,11323.38,0.00,56616.90,-119943.30
3385,2025-11-14,November,2025,123,"Realme Buds Air 3",Electronics,1,25965.57,52.32,25913.25,6077.32
505,2025-10-16,October,2025,123,"h&m basic t-shirt",Clothing,NULL,36676.47,17.08,NULL,NULL
500,2025-08-11,August,2025,123,"Boldfit Yoga Mat",Sports,6,10049.16,NULL,NULL,NULL
123,2025-12-03,December,2025,123,"Boldfit Yoga Mat",Sports,999,37863.59,NULL,NULL,NULL
123,2025-12-03,December,2025,123,"redmi note 13",Electronics,4,13749.62,53.36,54945.12,-71712.76
2536,0000-00-00,NULL,0,"Girik rajagopal @#$","Milton Flask","Home & Kitchen",5,38786.03,42.09,193888.06,158584.71
2048,2024-10-23,October,2024,"Girik rajagopal @#$","Lenovo IdeaPad Slim 3",Electronics,1,21694.21,44.40,21649.81,6014.81
2048,2024-10-23,October,2024,"Girik rajagopal @#$","WOW Hair Oil",Beauty,1,20839.54,NULL,NULL,NULL
1605,2024-05-28,May,2024,"Girik rajagopal @#$","LEGO Classic Set",Toys,1,5360.77,NULL,NULL,NULL
1605,2024-05-28,May,2024,"Girik rajagopal @#$","Lenovo IdeaPad Slim 3",Electronics,5,36691.26,4.03,183452.27,-4651.28
1605,2024-05-28,May,2024,"Girik rajagopal @#$","Levis 511 Jeans",Clothing,1,7801.85,54.08,7747.77,-5856.94
443,2025-05-02,May,2025,"Girik rajagopal @#$","W Women Kurta",Clothing,999,13007.50,8.88,12994483.62,-14082082.71
114,2024-09-06,September,2024,"Girik rajagopal @#$","NIKE RUNNING SHOES",Sports,8,31788.74,0.00,254309.92,75685.12
38,2025-07-29,July,2025,"Girik rajagopal @#$","COSCO BASKETBALL",Sports,5,9946.76,20.93,49712.87,-70785.18
3217,2024-06-23,June,2024,"Siya modi","Funskool Monopoly",Toys,999,39939.06,0.00,39899120.94,29909120.94
3217,2024-06-23,June,2024,"Siya modi","Mamaearth Face Wash",Beauty,8,10000.00,NULL,NULL,NULL
2749,2024-10-13,October,2024,"Reva sarin","W Women Kurta",Clothing,7,5906.71,NULL,NULL,NULL
2427,2023-06-15,June,2023,"Reva sarin","Wings of Fire",Books,7,10000.00,43.51,69956.49,-153310.33
1366,2024-04-08,April,2024,"Reva sarin","Milton Flask","Home & Kitchen",1,29260.92,0.00,29260.92,-135.08
1366,2024-04-08,April,2024,"Reva sarin","Atomic Habits",Books,999,37787.69,110.00,37749792.31,16064599.21
1019,2025-03-23,March,2025,"Reva sarin","LENOVO IDEAPAD SLIM 3",Electronics,3,10000.00,NULL,NULL,NULL
1019,2025-03-23,March,2025,"Reva sarin","Realme Buds Air 3",Electronics,2,10000.00,8.66,19991.34,-52067.56
3415,2025-11-27,November,2025,"Aahana lalla","Sony WH-1000XM5",Electronics,4,10000.00,-10.00,40010.00,-83897.48
765,2024-10-12,October,2024,"Aahana lalla","Milton Flask","Home & Kitchen",6,10000.00,39.43,59960.57,51824.21
765,2024-10-12,October,2024,"Aahana lalla","WOW Hair Oil",Beauty,6,10000.00,10.17,59989.83,-93740.43
3955,2025-05-31,May,2025,"Zansi dutta","Sony WH-1000XM5",Electronics,9,25142.52,30.90,226251.78,-44600.79
3955,2025-05-31,May,2025,"Zansi dutta","Realme Buds Air 3",Electronics,9,10000.00,8.01,89991.99,-134557.92
371,2025-12-07,December,2025,"Zansi dutta","boldfit yoga mat",Sports,9,99999.99,3.49,899996.42,715425.05
371,2025-12-07,December,2025,"Zansi dutta","Levis 511 Jeans",Clothing,8,13618.70,NULL,NULL,NULL
371,2025-12-07,December,2025,"Zansi dutta","h&m basic t-shirt",Clothing,2,7541.00,48.65,15033.35,2447.13
3506,2026-01-14,January,2026,"Mason agate","Funskool Monopoly",Toys,5,10000.00,31.79,49968.21,25891.06
3506,2026-01-14,January,2026,"Mason agate","OnePlus Nord CE3",Electronics,9,1635.29,53.79,14663.82,-20550.57
2170,2024-11-29,November,2024,"Mason agate","LAKME LIPSTICK",Beauty,NULL,27160.30,16.11,NULL,NULL
2004,2026-10-12,October,2026,"Avni rau","Atomic Habits",Books,1,20881.24,NULL,NULL,NULL
2004,2026-10-12,October,2026,"Avni rau","W Women Kurta",Clothing,1,21531.15,22.40,21508.75,-6753.44
1890,2026-01-25,January,2026,"Avni rau","Allen Solly Formal Shirt",Clothing,999,22895.89,33.61,22872960.50,-4301927.41
1668,2024-07-05,July,2024,"Avni rau","Redmi Note 13",Electronics,5,10000.00,NULL,NULL,NULL
3382,2024-07-16,July,2024,"Upma bahl","Atomic Habits",Books,999,99999.99,110.00,99899880.01,83453113.24
3359,2025-10-07,October,2025,"Upma bahl","Milton Flask","Home & Kitchen",1,18033.02,23.61,18009.41,-11386.59
2990,2024-06-17,June,2024,"Upma bahl","Cosco Basketball",Sports,4,10765.14,110.00,42950.56,-52926.80
2990,2024-06-17,June,2024,"Upma bahl","Apple AirPods Pro",Electronics,1,99999.99,31.79,99968.20,89968.20
1776,2027-08-24,August,2027,"Upma bahl","OnePlus Nord CE3",Electronics,4,10000.00,3.62,39996.38,-76764.46
736,2025-06-27,June,2025,"Upma bahl","Logitech MX Master 3",Electronics,5,10000.00,4.41,49995.59,-4950004.36
2176,2024-04-09,April,2024,"Triveni sharma","Samsung Galaxy A54",Electronics,999,22857.70,-10.00,22834852.30,12752834.41
1452,2025-06-23,June,2025,"Triveni sharma","Funskool Monopoly",Toys,8,15222.26,41.19,121736.89,41736.89
1053,2025-06-02,June,2025,"Triveni sharma","Levis 511 Jeans",Clothing,NULL,33194.21,-10.00,NULL,NULL
325,2024-12-22,December,2024,"Triveni sharma","Prestige Induction Cooktop","Home & Kitchen",5,10000.00,26.76,49973.24,18741.09
1404,2024-07-27,July,2024,"Hamsini mody","FUNSKOOL MONOPOLY",Toys,4,25859.28,43.29,103393.83,-61051.89
1430,2024-07-26,July,2024,"Aryan parmer","Mamaearth Face Wash",Beauty,7,9190.47,110.00,64223.29,-105508.86
553,2025-06-17,June,2025,"Aryan parmer","boAt Rockerz 450",Electronics,10,4589.31,-10.00,45903.10,-151138.20
553,2025-06-17,June,2025,"Aryan parmer","APPLE AIRPODS PRO",Electronics,7,23165.24,NULL,NULL,NULL
3128,2025-04-24,April,2025,"Yagnesh kapur","Milton Flask","Home & Kitchen",9,10000.00,44.42,89955.58,-174608.42
2989,2026-04-04,April,2026,"Yagnesh kapur","Philips Air Fryer","Home & Kitchen",7,10000.00,20.41,69979.59,64353.48
1981,2024-11-08,November,2024,"Yagnesh kapur","Milton Flask","Home & Kitchen",2,10000.00,NULL,NULL,NULL
1371,2024-04-22,April,2024,"Darpan manda","OnePlus Nord CE3",Electronics,8,37920.93,2.70,303364.74,118219.70
2452,2025-08-07,August,2025,"Dhruv bose","h&m basic t-shirt",Clothing,1,17255.14,2.53,17252.61,1153.23
1670,2025-03-18,March,2025,"Dhruv bose","W Women Kurta",Clothing,5,10000.00,34.62,49965.38,-34.62
761,2025-02-09,February,2025,"Dhruv bose","Levis 511 Jeans",Clothing,5,10000.00,110.00,49890.00,-11133.05
3075,2024-10-29,October,2024,"Balveer dixit","boAt Rockerz 450",Electronics,5,13465.50,27.23,67300.27,17300.27
2076,2025-08-23,August,2025,"Balveer dixit","Samsung Galaxy A54",Electronics,6,22854.77,13.82,137114.80,115670.80
2076,2025-08-23,August,2025,"Balveer dixit","Milton Flask","Home & Kitchen",9,35987.00,33.44,323849.56,104955.88
3936,2025-10-09,October,2025,"Hemani dara","Allen Solly Formal Shirt",Clothing,6,8891.99,29.95,53321.99,-287775.61
3061,2025-03-04,March,2025,"Hemani dara","W Women Kurta",Clothing,4,18913.63,15.57,75638.95,-37409.81
1165,2024-04-29,April,2024,"Hemani dara","WOW Hair Oil",Beauty,5,30183.80,20.32,150898.68,86737.53
1165,2024-04-29,April,2024,"Hemani dara","OnePlus Nord CE3",Electronics,1,18284.23,5.16,18279.07,2512.80
1165,2024-04-29,April,2024,"Hemani dara","Atomic Habits",Books,6,10000.00,49.34,59950.66,-134813.66
3556,2025-04-19,April,2025,"Hardik prasad","Milton Flask","Home & Kitchen",10,37968.54,110.00,379575.40,40498.50
2354,2026-01-10,January,2026,"Hardik prasad","Redmi Note 13",Electronics,3,33637.38,NULL,NULL,NULL
3244,2025-08-14,August,2025,"Aarna prabhakar","Funskool Monopoly",Toys,1,8770.11,7.84,8762.27,3946.84
3244,2025-08-14,August,2025,"Aarna prabhakar","Boldfit Yoga Mat",Sports,2,36353.48,23.86,72683.10,52683.10
1266,2024-06-28,June,2024,"Aarna prabhakar","Milton Flask","Home & Kitchen",9,4287.68,6.45,38582.67,-121729.38
3056,2024-05-08,May,2024,"Rachana rao","Lenovo IdeaPad Slim 3",Electronics,3,34969.22,110.00,104797.66,11452.18
3056,2024-05-08,May,2024,"Rachana rao","Atomic Habits",Books,1,10000.00,-10.00,10010.00,-8922.87
1431,2024-08-08,August,2024,"Rachana rao","Lakme Lipstick",Beauty,9,20065.65,43.22,180547.63,27748.15
1235,2024-04-08,April,2024,"Rachana rao","h&m basic t-shirt",Clothing,3,12820.80,NULL,NULL,NULL
1235,2024-04-08,April,2024,"Rachana rao","LEGO Classic Set",Toys,1,7819.89,57.96,7761.93,-20313.64
1235,2024-04-08,April,2024,"Rachana rao","Boldfit Yoga Mat",Sports,6,1720.80,1.25,10323.55,-78847.61
1129,2026-03-06,March,2026,"Bhavini palla","Allen Solly Formal Shirt",Clothing,5,16830.28,19.79,84131.61,65920.41
437,2024-10-23,October,2024,"Bhavini palla","Philips Air Fryer","Home & Kitchen",10,945.63,23.65,9432.65,-90567.35
1835,2025-06-21,June,2025,"Ekalinga sur","Mamaearth Face Wash",Beauty,5,10000.00,59.76,49940.24,-71297.01
3272,2025-06-24,June,2025,"Dev varughese","Milton Flask","Home & Kitchen",9,13032.21,14.96,117274.93,-109729.37
3272,2025-06-24,June,2025,"Dev varughese","Tata Tea 1kg",Grocery,NULL,6878.02,42.50,NULL,NULL
3272,2025-06-24,June,2025,"Dev varughese","Wings of Fire",Books,6,28823.06,110.00,172828.36,6589.36
3272,2025-06-24,June,2025,"Dev varughese","Funskool Monopoly",Toys,6,33421.12,0.00,200526.72,140526.72
2483,2027-09-05,September,2027,"Dev varughese","Titan Watch",Others,4,99999.99,NULL,NULL,NULL
2483,2027-09-05,September,2027,"Dev varughese","Wings of Fire",Books,NULL,7793.95,32.84,NULL,NULL
738,2026-03-16,March,2026,"Dev varughese","Tata Tea 1kg",Grocery,1,32955.59,-10.00,32965.59,22965.59
738,2026-03-16,March,2026,"Dev varughese","TATA TEA 1KG",Grocery,9,14294.49,18.27,128632.14,96800.22
738,2026-03-16,March,2026,"Dev varughese","WOW Hair Oil",Beauty,1,21842.69,20.92,21821.77,8989.54
423,2024-08-27,August,2024,"Dev varughese","Logitech MX Master 3",Electronics,7,27339.69,0.00,191377.83,-60364.92
214,2024-12-03,December,2024,"Sarthak walla","Fire-Boltt Phoenix",Electronics,8,10000.00,NULL,NULL,NULL
36,2025-03-10,March,2025,"Sarthak walla","Realme Buds Air 3",Electronics,9,10000.00,6.59,89993.41,18156.94
36,2025-03-10,March,2025,"Sarthak walla","Mamaearth Face Wash",Beauty,1,39128.86,4.34,39124.52,12081.79
3715,2025-08-04,August,2025,"Pushti bhandari","Titan Watch",Others,4,21142.27,51.70,84517.38,14149.74
3715,2025-08-04,August,2025,"Pushti bhandari","H&M Basic T-Shirt",Clothing,10,9599.90,7.19,95991.81,-432960.99
2163,2024-09-15,September,2024,"Pushti bhandari","Prestige Induction Cooktop","Home & Kitchen",NULL,21237.05,110.00,NULL,NULL
2163,2024-09-15,September,2024,"Pushti bhandari","LAKME LIPSTICK",Beauty,10,4414.14,53.78,44087.62,-231401.78
735,2025-02-25,February,2025,"Pushti bhandari","Titan Watch",Others,6,8703.93,18.56,52205.02,10724.68
1812,2024-07-09,July,2024,"Manthan ramachandran","Sony WH-1000XM5",Electronics,2,10589.72,7.55,21171.89,-30631.09
3535,2024-04-22,April,2024,"Nikita date","Logitech MX Master 3",Electronics,4,29314.56,-10.00,117268.24,-13822.00
65,2025-01-10,January,2025,"Nikita date","fire-boltt phoenix",Electronics,999,19981.31,1.66,19961327.03,15742530.05
3145,2024-11-15,November,2024,"Veer lanka","Levis 511 Jeans",Clothing,9,10000.00,59.81,89940.19,-129942.77
29,2024-11-18,November,2024,"Veer lanka","Logitech MX Master 3",Electronics,4,17870.16,27.73,71452.91,61119.47
3269,2025-03-05,March,2025,"Bhavani sahota","H&M Basic T-Shirt",Clothing,NULL,15633.95,9.75,NULL,NULL
975,2025-05-28,May,2025,"Bhavani sahota","Logitech MX Master 3",Electronics,5,21175.70,16.68,105861.82,-73954.43
716,2025-06-06,June,2025,"Bhavani sahota","cosco basketball",Sports,5,10000.00,23.15,49976.85,-23.15
716,2025-06-06,June,2025,"Bhavani sahota","Levis 511 Jeans",Clothing,4,10000.00,53.99,39946.01,-57779.75
716,2025-06-06,June,2025,"Bhavani sahota","Philips Air Fryer","Home & Kitchen",999,11378.28,27.07,11366874.65,-28168760.14
2110,2026-07-17,July,2026,"Libni prakash","Titan Watch",Others,1,21614.94,2.76,21612.18,7818.16
112,2025-11-15,November,2025,"Libni prakash","Samsung Galaxy A54",Electronics,9,29456.12,-10.00,265115.08,174286.09
1645,2025-05-09,May,2025,"Priya mahal","FUNSKOOL MONOPOLY",Toys,10,15248.43,18.95,152465.35,-258648.95
1645,2025-05-09,May,2025,"Priya mahal","W Women Kurta",Clothing,2,18327.26,52.56,36601.96,-19922.42
995,0000-00-00,NULL,0,"Priya mahal","Sony WH-1000XM5",Electronics,2,11739.43,2.01,23476.85,-38476.89
1717,2025-10-27,October,2025,"Gautam bedi","Realme Buds Air 3",Electronics,4,28732.83,110.00,114821.32,35477.60
1717,2025-10-27,October,2025,"Gautam bedi","Realme Buds Air 3",Electronics,7,31566.15,59.29,220903.76,182142.31
1026,2024-08-30,August,2024,"Gautam bedi","Nike Running Shoes",Sports,8,30275.43,5.54,242197.90,123823.66
1026,2024-08-30,August,2024,"Gautam bedi","h&m basic t-shirt",Clothing,7,8741.37,19.31,61170.28,17118.51
483,0000-00-00,NULL,0,"Gautam bedi","Logitech MX Master 3",Electronics,1,10000.00,110.00,9890.00,-10357.38
360,2025-04-13,April,2025,"Gautam bedi","COSCO BASKETBALL",Sports,3,39506.54,6.32,118513.30,46214.47
3259,2025-11-17,November,2025,"Aditya mane","Redmi Note 13",Electronics,7,3800.66,44.30,26560.32,-90692.83
965,2025-06-10,June,2025,"Adweta kota","Psychology of Money",Books,8,10000.00,38.54,79961.46,-1526.62
3988,2025-02-07,February,2025,"Robert thaker","H&M Basic T-Shirt",Clothing,4,99999.99,58.75,399941.21,359941.21
3394,2024-08-16,August,2024,"Robert thaker","Boldfit Yoga Mat",Sports,5,23347.97,27.24,116712.61,42403.31
3394,2024-08-16,August,2024,"Robert thaker","Realme Buds Air 3",Electronics,NULL,17083.32,52.17,NULL,NULL
3394,2024-08-16,August,2024,"Robert thaker","Nike Running Shoes",Sports,10,10000.00,2.41,99997.59,-47970.21
3473,2024-11-27,November,2024,"Eesha basak","Wings of Fire",Books,1,10000.00,110.00,9890.00,-34224.86
3247,2026-02-01,February,2026,"Eesha basak","H&M Basic T-Shirt",Clothing,8,15839.64,1.09,126716.03,-296446.21
3050,2025-10-22,October,2025,"Eesha basak","Funskool Monopoly",Toys,4,28653.75,44.98,114570.02,106371.30
2466,2026-03-05,March,2026,"Eesha basak","Logitech MX Master 3",Electronics,4,17807.11,-10.00,71238.44,-27347.20
1913,2026-03-29,March,2026,"Eesha basak","Funskool Monopoly",Toys,9,15242.98,35.88,137150.94,47150.94
2723,2024-04-19,April,2024,"Aditya shankar","h&m basic t-shirt",Clothing,1,2595.59,17.60,2577.99,-3715.12
2723,2024-04-19,April,2024,"Aditya shankar","NIKE RUNNING SHOES",Sports,9,10000.00,110.00,89890.00,-111062.90
3113,2025-04-02,April,2025,"Radhika dani","OnePlus Nord CE3",Electronics,7,99999.99,NULL,NULL,NULL
2652,2025-12-25,December,2025,"Radhika dani","Redmi Note 13",Electronics,6,12099.00,7.04,72586.96,12586.96
2652,2025-12-25,December,2025,"Radhika dani","Boldfit Yoga Mat",Sports,1,99999.99,NULL,NULL,NULL
3303,2026-02-20,February,2026,"Amrita nagar","Wings of Fire",Books,4,24686.36,0.00,98745.44,-12080.56
1864,2024-05-07,May,2024,"Amrita nagar","Mamaearth Face Wash",Beauty,NULL,10000.00,40.81,NULL,NULL
1864,2024-05-07,May,2024,"Amrita nagar","Nike Running Shoes",Sports,NULL,28559.27,10.93,NULL,NULL
2923,2028-09-21,September,2028,"Ekaja lala","allen solly formal shirt",Clothing,2,10000.00,27.66,19972.34,-22780.66
387,2025-06-01,June,2025,"Ekaja lala","allen solly formal shirt",Clothing,8,6106.69,0.00,48853.52,-122158.48
387,2025-06-01,June,2025,"Ekaja lala","Philips Air Fryer","Home & Kitchen",5,12765.52,34.11,63793.49,13793.49
2128,2026-03-05,March,2026,"Sai bhavsar","Nike Running Shoes",Sports,NULL,106.91,0.62,NULL,NULL
462,2023-06-15,June,2023,"Sai bhavsar","Lakme Lipstick",Beauty,10,22492.73,110.00,224817.30,55040.10
385,0000-00-00,NULL,0,"Sai bhavsar","Apple AirPods Pro",Electronics,7,38622.22,NULL,NULL,NULL
385,0000-00-00,NULL,0,"Sai bhavsar","Wings of Fire",Books,7,10000.00,2.37,69997.63,-2.37
3500,2025-11-22,November,2025,"Ayushman narula","W Women Kurta",Clothing,9,26782.40,-10.00,241051.60,-20955.50
2647,2026-01-25,January,2026,"Ayushman narula","W Women Kurta",Clothing,5,18142.19,40.74,90670.21,-244160.14
2647,2026-01-25,January,2026,"Ayushman narula","Funskool Monopoly",Toys,7,4637.95,43.90,32421.75,-177046.53
2647,2026-01-25,January,2026,"Ayushman narula","Atomic Habits",Books,2,1217.54,44.14,2390.94,-41022.86
2120,2026-02-06,February,2026,"Ridhi sangha","Realme Buds Air 3",Electronics,4,8730.36,31.94,34889.50,-53790.90
890,2024-07-05,July,2024,"Ridhi sangha","WOW Hair Oil",Beauty,7,14687.25,31.00,102779.75,-323490.43
890,2024-07-05,July,2024,"Ridhi sangha","OnePlus Nord CE3",Electronics,2,36635.72,53.32,73218.12,-3433.22
890,2024-07-05,July,2024,"Ridhi sangha","Samsung Galaxy A54",Electronics,1,4642.01,2.36,4639.65,-32779.15
205,2025-10-23,October,2025,"Ridhi sangha","H&M Basic T-Shirt",Clothing,NULL,27104.81,20.21,NULL,NULL
196,2024-12-10,December,2024,"Megha raju","Titan Watch",Others,5,28740.72,7.35,143696.25,74726.15
196,2024-12-10,December,2024,"Megha raju","Samsung Galaxy A54",Electronics,7,10000.00,NULL,NULL,NULL
179,2025-09-06,September,2025,"Megha raju","Lakme Lipstick",Beauty,7,5632.32,15.68,39410.56,-79433.48
3999,2025-01-11,January,2025,"Manan zacharia","Sony WH-1000XM5",Electronics,1,4413.21,50.22,4362.99,-26613.88
2730,2024-09-02,September,2024,"Manan zacharia","BOLDFIT YOGA MAT",Sports,8,27441.09,55.59,219473.13,-84179.99
2730,2024-09-02,September,2024,"Manan zacharia","Realme Buds Air 3",Electronics,10,35494.57,24.89,354920.81,-5373.69
2730,2024-09-02,September,2024,"Manan zacharia","Boldfit Yoga Mat",Sports,2,10000.00,3.58,19996.42,-43091.12
1963,2025-07-20,July,2025,"Manan zacharia","Logitech MX Master 3",Electronics,1,37935.39,45.39,37890.00,5117.44
1255,2025-06-30,June,2025,"Manan zacharia","Samsung Galaxy A54",Electronics,5,28617.48,24.00,143063.40,-21050.45
1028,2025-01-10,January,2025,"Manan zacharia","Realme Buds Air 3",Electronics,9,30396.23,11.02,273555.05,95031.68
3106,2028-02-03,February,2028,"Ekbal pant","Psychology of Money",Books,10,20468.22,1.97,204680.23,-33401.27
2902,2024-06-09,June,2024,"Ekbal pant","TATA TEA 1KG",Grocery,5,10000.00,40.03,49959.97,32275.57
2323,2025-02-21,February,2025,"Ekbal pant","Redmi Note 13",Electronics,1,99999.99,7.19,99992.80,85735.22
2323,2025-02-21,February,2025,"Ekbal pant","Wings of Fire",Books,2,10000.00,48.44,19951.56,-14920.84
204,2024-04-15,April,2024,"Ekbal pant","Boldfit Yoga Mat",Sports,9,10394.03,9.56,93536.71,-108435.80
3599,2025-05-02,May,2025,"Banjeet comar","Fire-Boltt Phoenix",Electronics,2,26765.11,42.00,53488.22,14273.90
3599,2025-05-02,May,2025,"Banjeet comar","OnePlus Nord CE3",Electronics,1,10000.00,5.93,9994.07,9166.39
2426,2025-06-04,June,2025,"Banjeet comar","Nike Running Shoes",Sports,8,33735.49,1.40,269882.52,106033.24
1456,2025-07-28,July,2025,"Banjeet comar","Redmi Note 13",Electronics,NULL,21132.29,9.21,NULL,NULL
1456,2025-07-28,July,2025,"Banjeet comar","Realme Buds Air 3",Electronics,2,19529.52,35.73,39023.31,-5316.89
912,2026-02-17,February,2026,"Banjeet comar","Lakme Lipstick",Beauty,1,27086.59,110.00,26976.59,-11388.69
912,2026-02-17,February,2026,"Banjeet comar","Prestige Induction Cooktop","Home & Kitchen",5,35305.03,49.36,176475.79,145243.64
912,2026-02-17,February,2026,"Banjeet comar","OnePlus Nord CE3",Electronics,1,10000.00,-10.00,10010.00,-13133.13
1767,2024-06-20,June,2024,"Ekanta bal","Apple AirPods Pro",Electronics,999,28024.14,110.00,27996005.86,-9533896.67
1767,2024-06-20,June,2024,"Ekanta bal","OnePlus Nord CE3",Electronics,999,18620.99,NULL,NULL,NULL
782,2025-07-21,July,2025,"Ekanta bal","h&m basic t-shirt",Clothing,3,4184.75,32.11,12522.14,-67470.73
2462,2026-02-01,February,2026,"Nakul bala","Allen Solly Formal Shirt",Clothing,9,10025.12,57.58,90168.50,-154650.31
3888,2025-08-10,August,2025,"Darpan hayre","NIKE RUNNING SHOES",Sports,6,10000.00,44.98,59955.02,-74013.58
3888,2025-08-10,August,2025,"Darpan hayre","Cosco Basketball",Sports,2,20841.85,29.78,41653.92,24865.04
3057,2025-01-18,January,2025,"Darpan hayre","Lenovo IdeaPad Slim 3",Electronics,9,11234.74,3.55,101109.11,-178927.33
2848,0000-00-00,NULL,0,"Hiral narang","Realme Buds Air 3",Electronics,8,10000.00,49.76,79950.24,35651.44
2121,2024-10-09,October,2024,"Hiral narang","Samsung Galaxy A54",Electronics,6,37115.54,7.08,222686.16,162133.50
921,2024-11-15,November,2024,"Hiral narang","Cosco Basketball",Sports,7,38101.67,29.36,266682.33,264859.53
439,2025-11-03,November,2025,"Unni minhas","Realme Buds Air 3",Electronics,10,6771.39,6.24,67707.66,-56191.14
439,2025-11-03,November,2025,"Unni minhas","Tata Tea 1kg",Grocery,9,27343.59,39.82,246052.49,203974.52
3634,1900-01-01,January,1900,"Vyanjana singhal","Realme Buds Air 3",Electronics,4,26058.20,NULL,NULL,NULL
2053,2027-09-21,September,2027,"Vyanjana singhal","Levis 511 Jeans",Clothing,999,18444.57,27.31,18426098.12,4834992.83
1390,2024-05-31,May,2024,"Vyanjana singhal","Philips Air Fryer","Home & Kitchen",2,23045.17,110.00,45980.34,44372.88
1390,2024-05-31,May,2024,"Vyanjana singhal","Tata Tea 1kg",Grocery,9,10000.00,20.78,89979.22,-223824.68
1390,2024-05-31,May,2024,"Vyanjana singhal","Cosco Basketball",Sports,1,10000.00,110.00,9890.00,1495.56
1072,2025-02-26,February,2025,"Ryan raj","Levis 511 Jeans",Clothing,10,1237.79,17.07,12360.83,-33913.07
370,2025-02-16,February,2025,"Ryan raj","Samsung Galaxy A54",Electronics,10,7140.90,43.51,71365.49,-29555.61
370,2025-02-16,February,2025,"Ryan raj","Boldfit Yoga Mat",Sports,1,17661.15,5.57,17655.58,2793.72
2858,2026-01-28,January,2026,"Elijah vora","Titan Watch",Others,3,14322.09,110.00,42856.27,30890.44
2858,2026-01-28,January,2026,"Elijah vora","Realme Buds Air 3",Electronics,3,8843.43,32.66,26497.63,-33010.16
1520,2025-06-29,June,2025,"Elijah vora","Mamaearth Face Wash",Beauty,4,32300.00,0.00,129200.00,-41256.80
428,2025-01-09,January,2025,"Elijah vora","boldfit yoga mat",Sports,5,30437.83,110.00,152079.15,49539.50
428,2025-01-09,January,2025,"Elijah vora","Atomic Habits",Books,10,8294.91,26.08,82923.02,-241684.18
428,2025-01-09,January,2025,"Elijah vora","Mamaearth Face Wash",Beauty,1,10395.10,39.91,10355.19,-13892.26
3996,2024-07-31,July,2024,"Vasana dasgupta","Lakme Lipstick",Beauty,2,12179.26,4.74,24353.78,-9601.66
3903,2024-12-19,December,2024,"Vasana dasgupta","Lenovo IdeaPad Slim 3",Electronics,10,10000.00,NULL,NULL,NULL
1572,2025-04-22,April,2025,"Vasana dasgupta","Titan Watch",Others,1,99999.99,33.77,99966.22,82374.31
2444,2025-06-10,June,2025,"Wriddhish ravi","Fire-Boltt Phoenix",Electronics,2,37130.24,2.66,74257.82,54257.82
2444,2025-06-10,June,2025,"Wriddhish ravi","WOW Hair Oil",Beauty,3,703.94,49.79,2062.03,-205620.95
3732,2024-09-05,September,2024,"Aarush madan","fire-boltt phoenix",Electronics,7,31930.45,57.22,223455.93,153455.93
3732,2024-09-05,September,2024,"Aarush madan","Samsung Galaxy A54",Electronics,2,25629.48,52.38,51206.58,31022.36
3732,2024-09-05,September,2024,"Aarush madan","Levis 511 Jeans",Clothing,5,10000.00,-10.00,50010.00,10.00
3705,2025-03-03,March,2025,"Aarush madan","Logitech MX Master 3",Electronics,1,10000.00,58.05,9941.95,-22830.61
1986,2024-10-18,October,2024,"Aarush madan","COSCO BASKETBALL",Sports,8,25600.65,56.54,204748.66,11951.78
2735,2026-03-26,March,2026,"Sathvik devan","boldfit yoga mat",Sports,4,10000.00,54.42,39945.58,-42086.14
3334,2026-02-09,February,2026,"Warjas kant","Wings of Fire",Books,3,10517.97,21.76,31532.15,-20776.45
3819,0000-00-00,NULL,0,"Sneha mandal","fire-boltt phoenix",Electronics,1,11600.31,-10.00,11610.31,7387.29
